N,P,K,temperature,humidity,ph,rainfall,label,youtube link
30,18,30,29.7633055,64.09136,6.148121,613.35337,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,20,24,28.6713091,68.36316,7.033477,741.4086,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,26,25,30.0156574,64.88728,6.77423,721.53535,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,26,24,29.7712449,66.3721,7.607642,872.30779,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,17,28,26.0664448,66.20001,6.92801,859.3688,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,20,23,32.5620285,69.59821,6.061693,804.52734,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,18,24,31.4467826,60.69861,6.809436,642.59849,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,19,35,31.3532316,60.25268,7.083248,622.94668,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,29,35,30.6712863,68.52211,7.925783,744.02265,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,29,29,31.5016532,65.3428,7.510514,774.34297,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,21,36,25.864033,61.58873,7.066461,602.30126,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
32,16,32,25.1620971,62.95497,7.443205,830.55457,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,28,22,32.9261084,68.67671,6.859129,620.75482,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,19,35,33.064483,64.54421,7.272886,878.58921,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,15,22,28.3260575,60.02548,7.102953,805.86262,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,20,34,26.3012668,67.17107,6.387742,675.57623,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,24,30,27.0830159,69.46559,6.627022,655.71546,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
32,25,23,26.4255543,61.96599,7.323022,724.48545,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,24,26,34.0842003,62.11745,7.852244,693.34471,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,28,25,30.8823202,62.31511,6.627117,858.66159,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,22,30,32.6925122,62.002,7.897308,804.37466,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,22,39,30.2767455,64.54894,7.553369,787.35783,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,26,30,26.1132864,64.03606,7.080811,895.90937,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,17,39,27.9215669,68.81513,7.629803,732.43118,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,26,24,28.8034384,66.14579,6.418816,855.0065,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,26,21,27.9793895,68.6902,6.565291,772.0987,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,15,26,30.1777362,63.43556,6.848539,674.42877,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,29,39,31.8381721,66.69136,6.134551,804.59364,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,20,32,32.9096037,66.71255,6.569981,672.82643,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,19,28,25.1892974,66.78193,7.040877,882.8889,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,27,37,34.3367341,60.82469,7.051278,840.61111,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,26,29,27.3627126,69.85232,7.356446,855.27201,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,18,36,30.8207761,69.00332,6.562377,655.4614,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
32,15,22,34.7939278,62.31638,7.160932,757.54939,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,15,27,31.3315278,60.45335,6.517396,788.20012,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,17,23,33.1696072,60.53664,7.583572,849.75792,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,18,34,25.793805,67.98057,6.531611,680.27491,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,19,23,28.2883522,69.38364,6.650756,752.63988,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,15,33,30.4626813,63.61832,6.943772,810.48932,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,15,29,28.3182911,65.35552,7.621168,640.83926,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
26,18,22,30.857351,64.19375,6.793635,642.10655,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,26,22,28.4964251,65.04269,7.272252,859.53295,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,19,36,29.0229168,67.97635,6.236188,719.43689,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,16,32,25.9691282,63.00624,7.512035,600.80502,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,24,31,31.7012173,67.9337,6.950349,864.23748,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,22,22,33.0585004,62.92776,6.54678,731.52401,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,27,34,25.6306656,64.82536,7.383407,602.5917,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,28,28,28.560248,62.44212,7.509098,600.24077,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,16,29,25.7192336,63.50708,6.55774,899.26811,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,19,29,25.1298257,61.09719,6.583129,821.59683,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
32,23,27,28.1493578,63.77109,6.600793,851.76356,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,29,27,29.5526128,64.28257,6.172646,673.28721,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
20,21,20,27.8128189,60.40803,6.888383,881.7226,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,24,21,29.0509217,62.67523,6.243662,704.78708,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,22,37,29.083369,65.83565,7.978243,744.30591,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,16,27,25.8353883,61.71244,7.992366,808.08437,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,17,28,26.7607427,68.63003,6.955211,616.63784,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,27,20,25.5557404,66.70016,7.149969,702.94409,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,26,23,29.8843224,60.30766,7.3039,738.44166,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,19,31,32.4897804,65.28917,6.023009,797.71098,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
32,18,37,26.4507861,68.93575,6.261081,668.46703,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,29,24,34.516,60.32062,7.852203,646.54355,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,26,36,26.7376885,64.1363,7.197801,744.40036,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,22,38,31.7580874,67.6525,6.053973,894.46283,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,27,30,30.9054719,67.78949,7.020788,647.34444,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,18,30,27.8015143,69.15347,6.078775,779.98027,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,17,23,33.8622402,60.14591,7.897374,746.63235,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,21,29,32.4020892,62.8798,7.220199,723.83106,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,21,24,30.2626737,64.91957,6.043845,883.6709,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,20,33,27.2804376,67.8262,6.813156,663.36952,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,29,26,31.3718198,62.15438,7.060727,643.65428,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,26,24,27.8082052,67.31359,7.308373,800.23907,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
26,18,39,27.5276769,68.06235,6.641137,710.98696,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,25,32,29.7528534,60.38134,7.204502,869.90104,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,15,26,30.442819,63.86705,6.47358,864.72474,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,18,26,33.3604928,64.64053,6.296848,880.4146,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
32,24,23,25.9842448,60.83291,7.944496,637.29559,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,20,34,28.0347596,68.24654,7.845799,667.09789,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
26,27,23,26.6004827,60.00184,7.228715,602.43124,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,29,36,26.3874796,62.38663,7.978291,678.66799,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
20,15,38,32.6518495,61.10131,7.262774,688.91478,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,24,20,30.3177423,61.2808,6.071895,638.82511,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,15,21,27.2631582,63.67161,6.238054,714.86681,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,27,36,28.6792081,61.23016,7.823418,701.12059,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,23,33,33.8347092,69.89053,7.795701,621.07069,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,21,28,25.5520383,60.01087,7.414691,861.13229,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,16,21,30.0895469,62.58888,7.474345,749.1981,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,24,38,25.9529577,69.75188,6.502288,687.63404,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,18,27,26.0229023,62.60097,6.013137,776.33659,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,27,37,31.165518,66.39874,6.501492,749.42939,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,26,33,32.377581,64.45099,7.630672,759.01216,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,18,29,29.4758107,68.64798,7.193146,679.00036,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,17,39,33.0711264,61.18072,6.214822,603.20524,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
32,27,33,29.0949332,63.75602,7.14588,629.46414,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,20,31,31.9927027,64.45625,7.960361,667.45963,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,16,27,27.9386008,61.42443,6.13849,856.1665,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,23,34,32.8168719,63.7533,6.590549,834.69664,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,25,35,26.8046015,67.49289,6.594625,882.55569,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,25,25,32.5112282,67.59044,7.963871,838.12763,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,22,25,28.4796906,61.64941,7.65842,637.41775,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,23,31,28.5332631,68.75922,7.21503,692.05063,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,26,36,27.4474761,67.61619,6.457037,716.95423,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,27,36,33.0510619,63.5155,7.11471,702.71247,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,21,34,26.0600697,65.93832,6.485648,655.37003,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,17,33,28.4480804,66.20184,7.160994,774.77515,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,19,34,30.004433,64.34878,6.660025,634.26415,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,28,30,34.1159098,64.6841,6.399059,707.70946,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,21,31,27.0871607,68.86774,7.652245,889.62729,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,24,31,27.1764116,62.94446,7.573144,628.7265,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
20,28,33,33.5417041,68.11853,6.552417,760.99765,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,25,35,27.9075749,69.84673,6.411094,897.04026,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,27,21,34.4959619,69.1639,6.640581,730.18823,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,26,30,31.2892223,65.73726,7.773467,696.70693,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,15,23,30.9555099,65.85776,6.39335,649.43432,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
26,16,34,33.3300254,68.35427,7.720557,655.38969,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,24,39,33.0553337,62.12852,7.127503,744.77495,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,19,24,27.1579216,63.64762,7.714837,629.52372,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,20,25,34.1665818,69.19459,7.093943,684.25395,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,21,26,27.1861405,65.33377,7.597329,852.5756,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,19,31,31.8479875,66.41285,6.668579,827.89992,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,21,35,32.7800343,66.84665,7.929184,865.17321,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,19,34,27.7748284,68.31994,6.454325,729.66675,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,29,33,33.6322394,62.27502,7.821919,674.26492,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,24,28,31.907459,61.25536,7.329014,723.99629,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,17,38,26.9215492,69.13142,7.020925,893.92794,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,29,27,26.8550751,68.22422,6.389782,709.88021,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,25,21,34.4662135,62.44595,6.667055,864.41288,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
39,25,35,34.970377,68.82746,6.816296,835.40241,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,26,27,27.9649384,63.86418,6.732864,787.34868,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,16,20,34.3407414,63.93714,6.859238,683.23719,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,17,31,31.7780981,65.47054,7.958747,813.65659,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
20,22,31,32.8361639,66.36397,7.341426,838.48345,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,25,26,27.0159235,66.66312,7.371574,628.2228,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,26,22,27.1532977,68.76073,6.091064,680.3681,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,19,38,26.4427519,62.20314,7.313356,791.24946,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,29,30,34.2285197,69.39719,7.682823,766.1653,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,27,38,34.3724933,61.14764,7.817986,736.35966,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,21,33,34.652643,67.61934,7.826664,728.05753,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,19,36,29.6953511,69.50383,7.349108,799.4548,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,25,32,34.7780692,63.47166,6.106296,772.06149,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,19,28,34.1822685,60.21801,6.739508,777.48145,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,17,39,34.7970489,67.94895,7.14292,740.03992,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,15,23,28.7832898,65.37954,7.363256,670.6872,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,27,34,28.9892934,64.38675,6.821825,847.92135,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,17,32,25.9800705,63.74567,7.661067,673.61512,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,25,37,32.2884985,61.02962,6.091554,624.22132,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,20,33,25.6503817,66.63381,7.54804,672.51977,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,15,23,25.1384461,67.36012,7.05153,708.02941,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,18,38,28.7865497,67.49803,6.28364,686.2875,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,23,28,29.5832465,62.07144,7.777975,778.82508,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,17,34,28.2465544,65.57164,7.62479,832.97837,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,21,38,27.7139238,68.6102,6.182913,829.29543,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,26,22,28.4766969,67.61804,6.688872,622.56039,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,18,25,28.5394678,68.29414,7.921071,804.3382,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,26,37,28.0358932,60.75364,6.292774,744.69174,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,29,32,27.2495192,63.75865,6.054318,783.31541,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,27,26,27.9652246,66.37068,7.943376,824.97377,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,19,38,28.9308495,67.90584,7.100126,713.11173,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
20,26,37,25.0848756,61.075,6.563693,604.55496,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
34,22,33,26.9944728,68.78726,7.234731,864.50705,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,29,27,34.1661576,64.54146,6.389846,729.12561,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,29,34,25.2219421,63.50088,7.330068,650.38601,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
39,25,31,32.0658523,67.93056,7.715065,894.40466,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,16,38,27.131351,64.67607,6.923301,696.78623,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,17,34,31.7648168,62.51275,6.459536,600.23587,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,21,35,32.3827028,64.97561,6.140533,748.68233,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,23,33,25.3771698,66.13482,7.740278,843.907,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,17,28,28.1477499,60.49279,7.764521,804.7034,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
26,16,33,26.5915988,62.49557,7.165602,862.04264,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
26,24,37,29.7467469,65.67898,7.389653,877.77687,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,21,24,27.5084254,61.55475,7.958043,707.79798,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,29,38,28.7882549,66.14885,6.852484,750.46753,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
29,16,34,30.9020835,68.29235,7.408025,622.48399,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,16,35,26.5168789,63.88812,7.809943,877.90011,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
38,24,38,30.9870909,68.33654,7.777981,777.04393,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,20,36,30.8629736,61.97576,7.153518,803.11241,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,23,29,32.8624189,63.56649,6.391611,750.04653,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
36,22,20,29.0553792,65.52121,7.157813,864.46924,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,29,24,30.3611772,68.30228,7.228433,756.3367,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
26,19,21,26.7098728,66.7238,7.966655,635.71301,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,15,33,27.7087839,66.86781,6.722227,749.66745,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,24,36,27.1343833,69.54827,7.171216,778.24169,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
21,28,27,26.6351912,60.36186,7.838996,701.39127,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,24,38,29.1193669,65.14569,7.896879,858.80043,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
20,25,31,31.1621513,67.65643,6.249806,735.64136,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,26,31,33.1066498,69.73761,7.218727,753.20665,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
25,24,22,31.1920202,68.11254,7.022462,608.60799,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,21,35,27.1598961,64.69808,6.833695,679.11846,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,25,25,25.6624038,62.08883,7.37333,649.22595,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
35,15,30,30.1015521,68.56552,6.065794,625.19156,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,22,26,25.2373024,61.41829,7.115219,884.09598,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,24,34,32.2817337,65.80304,6.641446,725.87757,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
23,18,36,25.4144459,61.47225,7.763869,772.67212,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
31,26,23,29.6538779,66.61456,7.250033,693.79101,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
27,17,24,28.1754292,60.62738,7.894872,742.30883,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
37,27,23,26.586749,69.12722,6.679935,750.22067,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
33,28,22,29.7306873,62.28808,6.356288,768.36993,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
22,28,26,34.8754921,61.75165,7.506248,711.5557,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
20,17,32,33.6686599,64.17747,7.907326,842.42544,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
24,23,25,33.4318642,62.77982,6.458636,852.20185,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
28,19,31,28.4224653,60.37807,7.441942,627.33005,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
30,18,34,32.9260595,60.35869,6.098265,813.73825,masoor,https://youtu.be/BNDmKHaxbho?si=kvTy3ha3hk0g9w6f
